"Project-Roll-Frame","Date","Publisher","Scale","sortOrder","Physical Item Location","Rights","County#1","State#1","1:24000 USGS Topo Quad Name#1#1","1:24000 USGS Topo Quad Name Authority#1#1","1:24000 USGS Topo Quad Name#1#10","1:24000 USGS Topo Quad Name Authority#1#10","1:24000 USGS Topo Quad Name#1#11","1:24000 USGS Topo Quad Name Authority#1#11","1:24000 USGS Topo Quad Name#1#12","1:24000 USGS Topo Quad Name Authority#1#12","1:24000 USGS Topo Quad Name#1#13","1:24000 USGS Topo Quad Name Authority#1#13","1:24000 USGS Topo Quad Name#1#14","1:24000 USGS Topo Quad Name Authority#1#14","1:24000 USGS Topo Quad Name#1#15","1:24000 USGS Topo Quad Name Authority#1#15","1:24000 USGS Topo Quad Name#1#16","1:24000 USGS Topo Quad Name Authority#1#16","1:24000 USGS Topo Quad Name#1#2","1:24000 USGS Topo Quad Name Authority#1#2","1:24000 USGS Topo Quad Name#1#3","1:24000 USGS Topo Quad Name Authority#1#3","1:24000 USGS Topo Quad Name#1#4","1:24000 USGS Topo Quad Name Authority#1#4","1:24000 USGS Topo Quad Name#1#5","1:24000 USGS Topo Quad Name Authority#1#5","1:24000 USGS Topo Quad Name#1#6","1:24000 USGS Topo Quad Name Authority#1#6","1:24000 USGS Topo Quad Name#1#7","1:24000 USGS Topo Quad Name Authority#1#7","1:24000 USGS Topo Quad Name#1#8","1:24000 USGS Topo Quad Name Authority#1#8","1:24000 USGS Topo Quad Name#1#9","1:24000 USGS Topo Quad Name Authority#1#9","Landmark#1#1","Landmark Authority#1#1","County#2","State#2","1:24000 USGS Topo Quad Name#2#1","1:24000 USGS Topo Quad Name Authority#2#1","1:24000 USGS Topo Quad Name#2#2","1:24000 USGS Topo Quad Name Authority#2#2","1:24000 USGS Topo Quad Name#2#3","1:24000 USGS Topo Quad Name Authority#2#3","1:24000 USGS Topo Quad Name#2#4","1:24000 USGS Topo Quad Name Authority#2#4","Landmark#2#1","Landmark Authority#2#1","County#3","State#3","1:24000 USGS Topo Quad Name#3#1","1:24000 USGS Topo Quad Name Authority#3#1","1:24000 USGS Topo Quad Name#3#2","1:24000 USGS Topo Quad Name Authority#3#2","1:24000 USGS Topo Quad Name#3#3","1:24000 USGS Topo Quad Name Authority#3#3","County#4","State#4","1:24000 USGS Topo Quad Name#4#1","1:24000 USGS Topo Quad Name Authority#4#1","Center Point Latitude#1","Center Point Longitude#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:1","lnexp_IMAGEURL:8"
"BOW 33-127","09/23/1947","United States Forest Service","1:20,000","33127","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Chambers Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Grass Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 34 41","-105 45 55","38958","","BOW033127.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~38958~104212","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW033127.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW033127.jp2&width=5225&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 33-129","09/23/1947","United States Forest Service","1:20,000","33129","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Chambers Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cache la Poudre River","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 32 47","-105 45 42","38961","","BOW033129.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~38961~104213","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW033129.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW033129.jp2&width=5346&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 33-131","09/23/1947","United States Forest Service","1:20,000","33131","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Chambers Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Corral Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 31 03","-105 45 42","38964","","BOW033131.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~38964~104214","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW033131.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW033131.jp2&width=5177&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 33-133","09/23/1947","United States Forest Service","1:20,000","33133","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Fall River Pass","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Willow Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 29 19","-105 45 48","38967","","BOW033133.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~38967~104215","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW033133.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW033133.jp2&width=5346&height=5437&x=0&y=0&resolution=6&level=0"
"BOW 33-135","09/23/1947","United States Forest Service","1:20,000","33135","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Fall River Pass","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cache la Poudre River","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 27 32","-105 45 45","38970","","BOW033135.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~38970~104216","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW033135.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW033135.jp2&width=5346&height=5437&x=0&y=0&resolution=6&level=0"
"BOW 33-137","09/23/1947","United States Forest Service","1:20,000","33137","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Fall River Pass","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gore Range Overlook","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 26 02","-105 45 45","38973","","BOW033137.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~38973~104217","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW033137.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW033137.jp2&width=5129&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 33-139","09/23/1947","United States Forest Service","1:20,000","33139","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Fall River Pass","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Big Thompson River","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 24 19","-105 45 51","38977","","BOW033139.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~38977~104218","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW033139.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW033139.jp2&width=5370&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 33-141","09/23/1947","United States Forest Service","1:20,000","33141","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Fall River Pass","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inkwell Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 22 37","-105 45 57","38980","","BOW033141.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~38980~104219","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW033141.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW033141.jp2&width=5346&height=5413&x=0&y=0&resolution=6&level=0"
"BOW 33-143","09/23/1947","United States Forest Service","1:20,000","33143","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Grand Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Haynach Lakes","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 21 04","-105 46 05","38983","","BOW033143.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~38983~104220","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW033143.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW033143.jp2&width=5370&height=5461&x=0&y=0&resolution=6&level=0"
"BOW 33-145","09/23/1947","United States Forest Service","1:20,000","33145","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Grand Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Granite Falls","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 19 07","-105 45 57","38987","","BOW033145.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~38987~104221","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW033145.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW033145.jp2&width=5394&height=5413&x=0&y=0&resolution=6&level=0"
"BOW 33-147","09/23/1947","United States Forest Service","1:20,000","33147","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Grand Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Patterson, Mount","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 17 35","-105 45 52","38991","","BOW033147.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~38991~104222","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW033147.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW033147.jp2&width=5346&height=5364&x=0&y=0&resolution=6&level=0"
"BOW 33-149","09/23/1947","United States Forest Service","1:20,000","33149","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Grand Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enentah, Mount","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 15 38","-105 45 54","38994","","BOW033149.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~38994~104223","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW033149.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW033149.jp2&width=5346&height=5364&x=0&y=0&resolution=6&level=0"
"BOW 33-151","09/23/1947","United States Forest Service","1:20,000","33151","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Shadow Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Wescott, Mount","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 13 47","-105 45 57","38998","","BOW033151.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~38998~104224","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW033151.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW033151.jp2&width=5346&height=5413&x=0&y=0&resolution=6&level=0"
"BOW 34-75","10/04/1947","United States Forest Service","1:20,000","34075","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Eaton Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Boulder Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 59 24","-105 41 37","39002","","BOW034075.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39002~104227","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034075.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034075.jp2&width=5321&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 34-77","10/04/1947","United States Forest Service","1:20,000","34077","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Eaton Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eaton Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 57 16","-105 41 37","39006","","BOW034077.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39006~104228","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034077.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034077.jp2&width=5321&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 34-79","10/04/1947","United States Forest Service","1:20,000","34079","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Eaton Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","West Fork Beaver Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 55 02","-105 41 34","39010","","BOW034079.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39010~104229","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034079.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034079.jp2&width=5370&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 34-81","10/04/1947","United States Forest Service","1:20,000","34081","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Eaton Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","George Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 53 02","-105 41 31","39013","","BOW034081.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39013~104230","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034081.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034081.jp2&width=5177&height=5244&x=0&y=0&resolution=6&level=0"
"BOW 34-83","10/04/1947","United States Forest Service","1:20,000","34083","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","South Bald Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pearl Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 50 50","-105 41 30","39016","","BOW034083.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39016~104231","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034083.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034083.jp2&width=5321&height=5413&x=0&y=0&resolution=6&level=0"
"BOW 34-85","10/04/1947","United States Forest Service","1:20,000","34085","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","South Bald Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","North Fork Cache La Poudre River","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 48 39","-105 41 35","39019","","BOW034085.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39019~104232","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034085.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034085.jp2&width=5321&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 34-87","10/04/1947","United States Forest Service","1:20,000","34087","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","South Bald Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","North Bald Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 46 45","-105 41 36","39022","","BOW034087.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39022~104233","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034087.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034087.jp2&width=5370&height=5437&x=0&y=0&resolution=6&level=0"
"BOW 34-89","10/04/1947","United States Forest Service","1:20,000","34089","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Kinikinik","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","South Bald Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 44 41","-105 41 37","39026","","BOW034089.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39026~104234","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034089.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034089.jp2&width=5346&height=5413&x=0&y=0&resolution=6&level=0"
"BOW 34-91","10/04/1947","United States Forest Service","1:20,000","34091","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Kinikinik","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Peterson Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 42 29","-105 41 39","39029","","BOW034091.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39029~104235","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034091.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034091.jp2&width=5081&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 34-93","10/04/1947","United States Forest Service","1:20,000","34093","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Kinikinik","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Home","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 40 25","-105 41 41","39033","","BOW034093.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39033~104236","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034093.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034093.jp2&width=5321&height=5413&x=0&y=0&resolution=6&level=0"
"BOW 34-95","10/04/1947","United States Forest Service","1:20,000","34095","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Kinikinik","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Crown Point","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 38 22","-105 41 40","39036","","BOW034095.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39036~104237","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034095.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034095.jp2&width=5177&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 34-97","10/04/1947","United States Forest Service","1:20,000","34097","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Comanche Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Brown Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 36 21","-105 41 35","39040","","BOW034097.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39040~104238","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034097.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034097.jp2&width=5370&height=5364&x=0&y=0&resolution=6&level=0"
"BOW 34-99","10/04/1947","United States Forest Service","1:20,000","34099","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Comanche Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Comanche Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 34 32","-105 41 37","39044","","BOW034099.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39044~104239","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034099.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034099.jp2&width=5225&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 34-101","10/04/1947","United States Forest Service","1:20,000","34101","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Comanche Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mirror Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 32 39","-105 41 41","39048","","BOW034101.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39048~104240","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034101.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034101.jp2&width=5321&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 34-103","10/04/1947","United States Forest Service","1:20,000","34103","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Comanche Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hague Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 30 44","-105 41 49","39052","","BOW034103.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39052~104241","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034103.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034103.jp2&width=5201&height=5244&x=0&y=0&resolution=6&level=0"
"BOW 34-105","10/04/1947","United States Forest Service","1:20,000","34105","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Desolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 29 00","-105 41 53","39055","","BOW034105.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39055~104242","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034105.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034105.jp2&width=5201&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 34-107","10/04/1947","United States Forest Service","1:20,000","34107","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ypsilon Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 27 24","-105 41 50","39059","","BOW034107.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39059~104243","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034107.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034107.jp2&width=5129&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 34-109","10/04/1947","United States Forest Service","1:20,000","34109","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chapin, Mount","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 25 21","-105 41 56","39063","","BOW034109.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39063~104244","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034109.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034109.jp2&width=5321&height=5389&x=0&y=0&resolution=6&level=0"
