"Project-Roll-Frame","Date","Publisher","Scale","sortOrder","Physical Item Location","Rights","County#1","State#1","1:24000 USGS Topo Quad Name#1#1","1:24000 USGS Topo Quad Name Authority#1#1","1:24000 USGS Topo Quad Name#1#10","1:24000 USGS Topo Quad Name Authority#1#10","1:24000 USGS Topo Quad Name#1#11","1:24000 USGS Topo Quad Name Authority#1#11","1:24000 USGS Topo Quad Name#1#12","1:24000 USGS Topo Quad Name Authority#1#12","1:24000 USGS Topo Quad Name#1#13","1:24000 USGS Topo Quad Name Authority#1#13","1:24000 USGS Topo Quad Name#1#14","1:24000 USGS Topo Quad Name Authority#1#14","1:24000 USGS Topo Quad Name#1#15","1:24000 USGS Topo Quad Name Authority#1#15","1:24000 USGS Topo Quad Name#1#16","1:24000 USGS Topo Quad Name Authority#1#16","1:24000 USGS Topo Quad Name#1#2","1:24000 USGS Topo Quad Name Authority#1#2","1:24000 USGS Topo Quad Name#1#3","1:24000 USGS Topo Quad Name Authority#1#3","1:24000 USGS Topo Quad Name#1#4","1:24000 USGS Topo Quad Name Authority#1#4","1:24000 USGS Topo Quad Name#1#5","1:24000 USGS Topo Quad Name Authority#1#5","1:24000 USGS Topo Quad Name#1#6","1:24000 USGS Topo Quad Name Authority#1#6","1:24000 USGS Topo Quad Name#1#7","1:24000 USGS Topo Quad Name Authority#1#7","1:24000 USGS Topo Quad Name#1#8","1:24000 USGS Topo Quad Name Authority#1#8","1:24000 USGS Topo Quad Name#1#9","1:24000 USGS Topo Quad Name Authority#1#9","Landmark#1#1","Landmark Authority#1#1","County#2","State#2","1:24000 USGS Topo Quad Name#2#1","1:24000 USGS Topo Quad Name Authority#2#1","1:24000 USGS Topo Quad Name#2#2","1:24000 USGS Topo Quad Name Authority#2#2","1:24000 USGS Topo Quad Name#2#3","1:24000 USGS Topo Quad Name Authority#2#3","1:24000 USGS Topo Quad Name#2#4","1:24000 USGS Topo Quad Name Authority#2#4","Landmark#2#1","Landmark Authority#2#1","County#3","State#3","1:24000 USGS Topo Quad Name#3#1","1:24000 USGS Topo Quad Name Authority#3#1","1:24000 USGS Topo Quad Name#3#2","1:24000 USGS Topo Quad Name Authority#3#2","1:24000 USGS Topo Quad Name#3#3","1:24000 USGS Topo Quad Name Authority#3#3","County#4","State#4","1:24000 USGS Topo Quad Name#4#1","1:24000 USGS Topo Quad Name Authority#4#1","Center Point Latitude#1","Center Point Longitude#1","ln_RECORDID","lnexp_MEDIAFILENAME"
"Pueblo County Index Pu.7 [YM]","11/12/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Southwest Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Northwest Pueblo","USGS Geographic Names Information System (GNIS)","Swallows","USGS Geographic Names Information System (GNIS)","Beulah NE","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","Boggs Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 14 15","-104 44 35","40417","puebloCOindex_007.jpg"
"Pueblo County Index Pu.8 [YM]","11/12/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Southeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Northeast Pueblo","USGS Geographic Names Information System (GNIS)","Devine","USGS Geographic Names Information System (GNIS)","Vineland","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","Saint Charles Mesa Number 2 Dam","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 13 43","-104 30 53","40418","puebloCOindex_008.jpg"
"Pueblo County Index Pu.9 [YM]","11/12/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","North Avondale","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Boone Hill","USGS Geographic Names Information System (GNIS)","Avondale","USGS Geographic Names Information System (GNIS)","Nepesta","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","Boone Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 15 45","-104 17 7","40419","puebloCOindex_009.jpg"
"Pueblo County Index Pu.10 [YM]","11/12/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Fowler","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Grandview School","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","Crowley","Colorado","","","","","","","","","Big Sand Hole","USGS Geographic Names Information System (GNIS)","Otero","Colorado","","","","","","","","","","","38 15 44","-104 3 49","40420","puebloCOindex_010.jpg"
"Pueblo County Index Pu.11 [YM]","11/12/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Rye","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Hayden Butte","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Little Saint Charles Creek","USGS Geographic Names Information System (GNIS)","Custer","Colorado","San Isabel","USGS Geographic Names Information System (GNIS)","Badito Cone","USGS Geographic Names Information System (GNIS)","","","","","","","Huerfano","Colorado","","","","","","","","","","","37 59 55","-104 57 31","40421","puebloCOindex_011.jpg"
"Pueblo County Index Pu.12 [YM]","11/12/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Graneros Flats","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Colorado City","USGS Geographic Names Information System (GNIS)","Verde School","USGS Geographic Names Information System (GNIS)","Muldoon Hill","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","Scroggs Arroyo","USGS Geographic Names Information System (GNIS)","Huerfano","Colorado","","","","","","","","","","","","","","","","","","","","","","","37 59 44","-104 44 37","40422","puebloCOindex_012.jpg"
"Pueblo County Index Pu.13 [YM]","11/12/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Goat Butte","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Cedarwood","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Franceville Number Two Mine","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 1 9","-104 36 30","40423","puebloCOindex_013.jpg"
"Pueblo County Index Pu.14 [YM]","11/12/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Chicos Well","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Avondale","USGS Geographic Names Information System (GNIS)","Vineland","USGS Geographic Names Information System (GNIS)","Doyle Bridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","Alderd Tank","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 5 46","-104 17 18","40424","puebloCOindex_014.jpg"
"Pueblo County Index Pu.15 [YM]","11/12/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Hardesty Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Flying A Ranch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Oxford Farmers Ditch","USGS Geographic Names Information System (GNIS)","Crowley","Colorado","Fowler","USGS Geographic Names Information System (GNIS)","","","","","","","","","Otero","Colorado","","","","","","","","","","","38 6 1","-104 6 13","40425","puebloCOindex_015.jpg"
"Pueblo County Index Pu.16 [YM]","11/12/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Hayden Butte","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Badito Cone","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Hunter Ditch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","37 51 30","-104 58 25","40426","puebloCOindex_016.jpg"
"Pueblo County Index Pu.17 [YM]","11/12/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Colorado City","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","Graneros Flats","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","Huerfano","Colorado","Lascar","USGS Geographic Names Information System (GNIS)","Huerfano Butte","USGS Geographic Names Information System (GNIS)","","","","","Sears Spring","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","37 52 2","-104 44 29","40427","puebloCOindex_017.jpg"
"AG 358-44","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Prowers","Colorado","Lamar West","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","East Dry Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 0 16","-102 44 1","41028","ag358044.jpg"
"AG 358-46","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Prowers","Colorado","Lamar West","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","East Dry Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 1 49","-102 44 3","41029","ag358046.jpg"
"AG 358-48","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Prowers","Colorado","Lamar West","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dry Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 3 22","-102 44 5","41030","ag358048.jpg"
"AG 358-50","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Prowers","Colorado","Lamar West","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dry Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 4 46","-102 43 57","41031","ag358050.jpg"
"AG 358-52","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Prowers","Colorado","Lamar West","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Graveyard Ditch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 6 24","-102 43 55","41032","ag358052.jpg"
"AG 358-54","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Prowers","Colorado","Wiley","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Riverview Ditch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 7 54","-102 44 9","41033","ag358054.jpg"
"AG 358-56","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Prowers","Colorado","Wiley","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Wiley Pit","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 9 27","-102 44 2","41034","ag358056.jpg"
"AG 358-58","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Prowers","Colorado","Wiley","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Wiley Pit","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 10 57","-102 44 7","41035","ag358058.jpg"
"AG 358-60","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Prowers","Colorado","Wiley","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Satanta Canal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 12 28","-102 43 59","41036","ag358060.jpg"
"AG 358-62","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Prowers","Colorado","Wiley","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Satanta Canal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 14 11","-102 43 59","41037","ag358062.jpg"
"AG 358-71","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","McClave","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Satanta Canal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 14 31","-102 46 25","41038","ag358071.jpg"
"AG 358-73","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","McClave","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Satanta Canal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 12 54","-102 46 29","41039","ag358073.jpg"
"AG 358-75","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","McClave","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Wiley Pit","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 11 21","-102 46 22","41040","ag358075.jpg"
"AG 358-77","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","McClave","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Wiley Pit","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 9 54","-102 46 25","41041","ag358077.jpg"
"AG 358-79","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","McClave","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Riverview Ditch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 8 23","-102 46 9","41042","ag358079.jpg"
"AG 358-81","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","Prowers","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Graveyard Ditch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 6 55","-102 46 23","41043","ag358081.jpg"
"AG 358-83","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","Prowers","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Graveyard Ditch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 5 31","-102 46 13","41044","ag358083.jpg"
"AG 358-85","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","Prowers","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Graveyard Ditch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 4 4","-102 46 9","41045","ag358085.jpg"
"AG 358-87","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","Prowers","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Graveyard Ditch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 2 42","-102 46 13","41046","ag358087.jpg"
"AG 358-89","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","Prowers","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","East Dry Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 1 11","-102 46 20","41047","ag358089.jpg"
"AG 358-91","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","Denny Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","East Dry Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","37 59 49","-102 46 9","41048","ag358091.jpg"
"AG 359-54","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","Denny Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rattlesnake Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","37 54 3","-102 48 26","41049","ag359054.jpg"
"AG 359-56","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","Denny Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Denny Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","37 55 37","-102 48 22","41050","ag359056.jpg"
"AG 359-58","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","Denny Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","East Dry Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","37 57 2","-102 48 25","41051","ag359058.jpg"
"AG 359-60","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","Denny Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Denny Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","37 58 31","-102 48 30","41052","ag359060.jpg"
"AG 359-62","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","Prowers","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Denny Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 0 11","-102 48 29","41053","ag359062.jpg"
"AG 359-64","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","Prowers","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Keesee Canal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 1 48","-102 48 36","41054","ag359064.jpg"
"AG 359-66","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","Prowers","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Keesee Canal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 3 31","-102 48 35","41055","ag359066.jpg"
"AG 359-68","11/15/1936","Soil Conservation Service","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Bent","Colorado","Prowers","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Keesee Canal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 5 3","-102 48 31","41056","ag359068.jpg"
