Project-Roll-Frame,Date,Publisher,Scale,sortOrder,Physical Item Location,Rights,County#1,State#1,1:24000 USGS Topo Quad Name#1#1,1:24000 USGS Topo Quad Name Authority#1#1,1:24000 USGS Topo Quad Name#1#10,1:24000 USGS Topo Quad Name Authority#1#10,1:24000 USGS Topo Quad Name#1#11,1:24000 USGS Topo Quad Name Authority#1#11,1:24000 USGS Topo Quad Name#1#12,1:24000 USGS Topo Quad Name Authority#1#12,1:24000 USGS Topo Quad Name#1#13,1:24000 USGS Topo Quad Name Authority#1#13,1:24000 USGS Topo Quad Name#1#14,1:24000 USGS Topo Quad Name Authority#1#14,1:24000 USGS Topo Quad Name#1#15,1:24000 USGS Topo Quad Name Authority#1#15,1:24000 USGS Topo Quad Name#1#16,1:24000 USGS Topo Quad Name Authority#1#16,1:24000 USGS Topo Quad Name#1#2,1:24000 USGS Topo Quad Name Authority#1#2,1:24000 USGS Topo Quad Name#1#3,1:24000 USGS Topo Quad Name Authority#1#3,1:24000 USGS Topo Quad Name#1#4,1:24000 USGS Topo Quad Name Authority#1#4,1:24000 USGS Topo Quad Name#1#5,1:24000 USGS Topo Quad Name Authority#1#5,1:24000 USGS Topo Quad Name#1#6,1:24000 USGS Topo Quad Name Authority#1#6,1:24000 USGS Topo Quad Name#1#7,1:24000 USGS Topo Quad Name Authority#1#7,1:24000 USGS Topo Quad Name#1#8,1:24000 USGS Topo Quad Name Authority#1#8,1:24000 USGS Topo Quad Name#1#9,1:24000 USGS Topo Quad Name Authority#1#9,Landmark#1#1,Landmark Authority#1#1,County#2,State#2,1:24000 USGS Topo Quad Name#2#1,1:24000 USGS Topo Quad Name Authority#2#1,1:24000 USGS Topo Quad Name#2#2,1:24000 USGS Topo Quad Name Authority#2#2,1:24000 USGS Topo Quad Name#2#3,1:24000 USGS Topo Quad Name Authority#2#3,1:24000 USGS Topo Quad Name#2#4,1:24000 USGS Topo Quad Name Authority#2#4,Landmark#2#1,Landmark Authority#2#1,County#3,State#3,1:24000 USGS Topo Quad Name#3#1,1:24000 USGS Topo Quad Name Authority#3#1,1:24000 USGS Topo Quad Name#3#2,1:24000 USGS Topo Quad Name Authority#3#2,1:24000 USGS Topo Quad Name#3#3,1:24000 USGS Topo Quad Name Authority#3#3,County#4,State#4,1:24000 USGS Topo Quad Name#4#1,1:24000 USGS Topo Quad Name Authority#4#1,Center Point Latitude#1,Center Point Longitude#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
AG 308-47,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Timpas NE,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 56 23,-103 45 36,41199,4523,ag308047.jpg
AG 308-49,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Timpas NE,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 55 0,-103 45 38,41200,4523,ag308049.jpg
AG 308-51,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Timpas NE,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 53 34,-103 45 45,41201,4523,ag308051.jpg
AG 308-53,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Timpas,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Dry Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 52 5,-103 45 44,41202,4523,ag308053.jpg
AG 308-55,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Timpas,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Dry Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 50 39,-103 45 50,41203,4523,ag308055.jpg
AG 308-57,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Timpas,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Browning and Reese Reservoir Number 1,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 49 6,-103 45 44,41204,4523,ag308057.jpg
AG 309-04,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Hawley,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 56 2,-103 43 47,41205,4523,ag309004.jpg
AG 309-06,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Hawley,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dry Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 57 28,-103 43 50,41206,4523,ag309006.jpg
AG 309-08,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Hawley,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otero Canal,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 58 57,-103 43 46,41207,4523,ag309008.jpg
AG 309-27,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Rocky Ford,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dye Reservoir,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 4 20,-103 41 19,41208,4523,ag309027.jpg
AG 309-29,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Rocky Ford,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hillcrest Cemetery,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 2 53,-103 41 15,41209,4523,ag309029.jpg
AG 309-41,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Hawley,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benton Arroyo,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 53 17,-103 41 27,41210,4523,ag309041.jpg
AG 309-43,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,La Junta SW,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benton Arroyo,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 51 35,-103 41 22,41211,4523,ag309043.jpg
AG 309-45,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,La Junta SW,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Browning and Reese Reservoir Number 1,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 50 11,-103 41 29,41212,4523,ag309045.jpg
AG 309-80,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,La Junta SW,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Branch Crooked Arroyo,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 49 45,-103 39 14,41213,4523,ag309080.jpg
AG 309-82,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,La Junta SW,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benton Arroyo,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 51 15,-103 39 14,41214,4523,ag309082.jpg
AG 309-84,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Hawley,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benton Arroyo,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 52 33,-103 39 23,41215,4523,ag309084.jpg
AG 309-86,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Hawley,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benton Arroyo,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 54 9,-103 39 19,41216,4523,ag309086.jpg
AG 309-88,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Hawley,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crooked Arroyo Retention CA-2 Reservoir,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 55 29,-103 39 22,41217,4523,ag309088.jpg
AG 309-90,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Hawley,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crooked Arroyo Retention CA-2 Reservoir,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 56 56,-103 39 29,41218,4523,ag309090.jpg
AG 309-92,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Hawley,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crooked Arroyo Retention CA-2 Reservoir,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 58 27,-103 39 19,41219,4523,ag309092.jpg
AG 309-94,10/28/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Hawley,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timpas Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 59 55,-103 39 20,41220,4523,ag309094.jpg
AG 317-76,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Bent,Colorado,Higbee,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salt Arroyo,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 48 43,-103 23 51,40924,4505,ag317076.jpg
AG 314-03,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Rocky Ford,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timpas Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 1 36,-103 39 28,41221,4523,ag314003.jpg
AG 314-05,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Rocky Ford,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake Canal,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 3 7,-103 39 33,41222,4523,ag314005.jpg
AG 314-07,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Rocky Ford,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake Canal,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 4 59,-103 39 39,41223,4523,ag314007.jpg
AG 314-23,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Cheraw,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holbrook Reservoir,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 4 19,-103 37 5,41224,4523,ag314023.jpg
AG 314-25,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Cheraw,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jackson Lateral,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 2 41,-103 37 2,41225,4523,ag314025.jpg
AG 314-27,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Cheraw,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timpas Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 1 2,-103 37 4,41226,4523,ag314027.jpg
AG 314-29,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,La Junta,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A J Anderson Ditch,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 59 24,-103 36 57,41227,4523,ag314029.jpg
AG 314-31,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,La Junta,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otero County Cemetery,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 57 47,-103 37 1,41228,4523,ag314031.jpg
AG 314-33,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,La Junta,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crooked Arroyo Retention CA-2 Dam,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 56 36,-103 37 3,41229,4523,ag314033.jpg
AG 314-84,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,La Junta,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dixie Bluffs,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 54 33,-103 35 16,41230,4523,ag314084.jpg
AG 314-86,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,La Junta,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otero County Cemetery,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 56 17,-103 35 6,41231,4523,ag314086.jpg
AG 314-88,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,La Junta,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otero County Cemetery,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 57 30,-103 35 4,41232,4523,ag314088.jpg
AG 314-90,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,La Junta,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A J Anderson Ditch,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,37 59 6,-103 35 19,41233,4523,ag314090.jpg
AG 314-92,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Cheraw,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crooked Arroyo,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 0 53,-103 35 2,41234,4523,ag314092.jpg
AG 314-94,10/29/1936,Soil Conservation Service,"1:20,000",,http://ucblibraries.colorado.edu/map/aerialphotos.htm,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",Otero,Colorado,Cheraw,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holbrook Outlet Ditch,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 2 21,-103 35 6,41235,4523,ag314094.jpg
